SimTime,cpu_tb.cpu_ut.registers.inW[31:0],cpu_tb.cpu_ut.registers.outB[31:0],cpu_tb.cpu_ut.registers.outA[31:0],cpu_tb.cpu_ut.datamem.dout[31:0],cpu_tb.cpu_ut.datamem.din[31:0],cpu_tb.cpu_ut.datamem.addr[31:0],cpu_tb.cpu_ut.cpu_alu.R[31:0],cpu_tb.cpu_ut.cpu_alu.B[31:0],cpu_tb.cpu_ut.cpu_alu.A[31:0],cpu_tb.cpu_ut.instructionfetcher.currpc[29:0],cpu_tb.cpu_ut.instructionfetcher.instr[31:0],cpu_tb.cpu_ut.aluctrl.ALUOp[2:0],cpu_tb.cpu_ut.aluctrl.ALUCtr[2:0],cpu_tb.clk
2265,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000AF,ACE60000,0,2,1
2270,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B0,ACE60000,0,2,0
2275,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B0,ACE60000,0,2,1
2280,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B1,ACE60000,0,2,0
2285,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B1,ACE60000,0,2,1
2290,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B2,ACE60000,0,2,0
2295,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B2,ACE60000,0,2,1
2300,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B3,ACE60000,0,2,0
2305,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B3,ACE60000,0,2,1
2310,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B4,ACE60000,0,2,0
2315,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B4,ACE60000,0,2,1
2320,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B5,ACE60000,0,2,0
2325,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B5,ACE60000,0,2,1
2330,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B6,ACE60000,0,2,0
2335,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B6,ACE60000,0,2,1
2340,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B7,ACE60000,0,2,0
2345,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B7,ACE60000,0,2,1
2350,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B8,ACE60000,0,2,0
2355,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B8,ACE60000,0,2,1
2360,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B9,ACE60000,0,2,0
2365,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000B9,ACE60000,0,2,1
2370,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000BA,ACE60000,0,2,0
2375,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000BA,ACE60000,0,2,1
2380,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000BB,ACE60000,0,2,0
2385,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000BB,ACE60000,0,2,1
2390,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000BC,ACE60000,0,2,0
2395,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000BC,ACE60000,0,2,1
2400,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000BD,ACE60000,0,2,0
2405,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000BD,ACE60000,0,2,1
2410,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000BE,ACE60000,0,2,0
2415,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000BE,ACE60000,0,2,1
2420,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000BF,ACE60000,0,2,0
2425,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000BF,ACE60000,0,2,1
2430,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C0,ACE60000,0,2,0
2435,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C0,ACE60000,0,2,1
2440,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C1,ACE60000,0,2,0
2445,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C1,ACE60000,0,2,1
2450,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C2,ACE60000,0,2,0
2455,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C2,ACE60000,0,2,1
2460,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C3,ACE60000,0,2,0
2465,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C3,ACE60000,0,2,1
2470,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C4,ACE60000,0,2,0
2475,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C4,ACE60000,0,2,1
2480,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C5,ACE60000,0,2,0
2485,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C5,ACE60000,0,2,1
2490,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C6,ACE60000,0,2,0
2495,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C6,ACE60000,0,2,1
2500,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C7,ACE60000,0,2,0
2505,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C7,ACE60000,0,2,1
2510,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C8,ACE60000,0,2,0
2515,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C8,ACE60000,0,2,1
2520,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C9,ACE60000,0,2,0
2525,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000C9,ACE60000,0,2,1
2530,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000CA,ACE60000,0,2,0
2535,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000CA,ACE60000,0,2,1
2540,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000CB,ACE60000,0,2,0
2545,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000CB,ACE60000,0,2,1
2550,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000CC,ACE60000,0,2,0
2555,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000CC,ACE60000,0,2,1
2560,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000CD,ACE60000,0,2,0
2565,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000CD,ACE60000,0,2,1
2570,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000CE,ACE60000,0,2,0
2575,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000CE,ACE60000,0,2,1
2580,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000CF,ACE60000,0,2,0
2585,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000CF,ACE60000,0,2,1
2590,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D0,ACE60000,0,2,0
2595,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D0,ACE60000,0,2,1
2600,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D1,ACE60000,0,2,0
2605,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D1,ACE60000,0,2,1
2610,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D2,ACE60000,0,2,0
2615,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D2,ACE60000,0,2,1
2620,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D3,ACE60000,0,2,0
2625,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D3,ACE60000,0,2,1
2630,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D4,ACE60000,0,2,0
2635,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D4,ACE60000,0,2,1
2640,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D5,ACE60000,0,2,0
2645,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D5,ACE60000,0,2,1
2650,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D6,ACE60000,0,2,0
2655,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D6,ACE60000,0,2,1
2660,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D7,ACE60000,0,2,0
2665,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D7,ACE60000,0,2,1
2670,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D8,ACE60000,0,2,0
2675,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D8,ACE60000,0,2,1
2680,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D9,ACE60000,0,2,0
2685,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000D9,ACE60000,0,2,1
2690,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000DA,ACE60000,0,2,0
2695,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000DA,ACE60000,0,2,1
2700,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000DB,ACE60000,0,2,0
2705,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000DB,ACE60000,0,2,1
2710,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000DC,ACE60000,0,2,0
2715,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000DC,ACE60000,0,2,1
2720,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000DD,ACE60000,0,2,0
2725,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000DD,ACE60000,0,2,1
2730,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000DE,ACE60000,0,2,0
2735,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000DE,ACE60000,0,2,1
2740,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000DF,ACE60000,0,2,0
2745,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000DF,ACE60000,0,2,1
2750,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E0,ACE60000,0,2,0
2755,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E0,ACE60000,0,2,1
2760,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E1,ACE60000,0,2,0
2765,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E1,ACE60000,0,2,1
2770,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E2,ACE60000,0,2,0
2775,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E2,ACE60000,0,2,1
2780,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E3,ACE60000,0,2,0
2785,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E3,ACE60000,0,2,1
2790,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E4,ACE60000,0,2,0
2795,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E4,ACE60000,0,2,1
2800,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E5,ACE60000,0,2,0
2805,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E5,ACE60000,0,2,1
2810,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E6,ACE60000,0,2,0
2815,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E6,ACE60000,0,2,1
2820,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E7,ACE60000,0,2,0
2825,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E7,ACE60000,0,2,1
2830,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E8,ACE60000,0,2,0
2835,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E8,ACE60000,0,2,1
2840,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E9,ACE60000,0,2,0
2845,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000E9,ACE60000,0,2,1
2850,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000EA,ACE60000,0,2,0
2855,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000EA,ACE60000,0,2,1
2860,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000EB,ACE60000,0,2,0
2865,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000EB,ACE60000,0,2,1
2870,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000EC,ACE60000,0,2,0
2875,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000EC,ACE60000,0,2,1
2880,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000ED,ACE60000,0,2,0
2885,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000ED,ACE60000,0,2,1
2890,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000EE,ACE60000,0,2,0
2895,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000EE,ACE60000,0,2,1
2900,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000EF,ACE60000,0,2,0
2905,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000EF,ACE60000,0,2,1
2910,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F0,ACE60000,0,2,0
2915,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F0,ACE60000,0,2,1
2920,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F1,ACE60000,0,2,0
2925,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F1,ACE60000,0,2,1
2930,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F2,ACE60000,0,2,0
2935,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F2,ACE60000,0,2,1
2940,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F3,ACE60000,0,2,0
2945,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F3,ACE60000,0,2,1
2950,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F4,ACE60000,0,2,0
2955,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F4,ACE60000,0,2,1
2960,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F5,ACE60000,0,2,0
2965,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F5,ACE60000,0,2,1
2970,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F6,ACE60000,0,2,0
2975,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F6,ACE60000,0,2,1
2980,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F7,ACE60000,0,2,0
2985,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F7,ACE60000,0,2,1
2990,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F8,ACE60000,0,2,0
2995,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F8,ACE60000,0,2,1
3000,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F9,ACE60000,0,2,0
3005,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000F9,ACE60000,0,2,1
3010,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000FA,ACE60000,0,2,0
3015,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000FA,ACE60000,0,2,1
3020,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000FB,ACE60000,0,2,0
3025,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000FB,ACE60000,0,2,1
3030,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000FC,ACE60000,0,2,0
3035,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000FC,ACE60000,0,2,1
3040,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000FD,ACE60000,0,2,0
3045,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000FD,ACE60000,0,2,1
3050,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000FE,ACE60000,0,2,0
3055,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000FE,ACE60000,0,2,1
3060,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000FF,ACE60000,0,2,0
3065,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,001000FF,ACE60000,0,2,1
3070,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100100,ACE60000,0,2,0
3075,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100100,ACE60000,0,2,1
3080,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100101,ACE60000,0,2,0
3085,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100101,ACE60000,0,2,1
3090,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100102,ACE60000,0,2,0
3095,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100102,ACE60000,0,2,1
3100,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100103,ACE60000,0,2,0
3105,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100103,ACE60000,0,2,1
3110,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100104,ACE60000,0,2,0
3115,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100104,ACE60000,0,2,1
3120,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100105,ACE60000,0,2,0
3125,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100105,ACE60000,0,2,1
3130,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100106,ACE60000,0,2,0
3135,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100106,ACE60000,0,2,1
3140,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100107,ACE60000,0,2,0
3145,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100107,ACE60000,0,2,1
3150,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100108,ACE60000,0,2,0
3155,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100108,ACE60000,0,2,1
3160,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100109,ACE60000,0,2,0
3165,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100109,ACE60000,0,2,1
3170,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010010A,ACE60000,0,2,0
3175,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010010A,ACE60000,0,2,1
3180,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010010B,ACE60000,0,2,0
3185,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010010B,ACE60000,0,2,1
3190,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010010C,ACE60000,0,2,0
3195,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010010C,ACE60000,0,2,1
3200,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010010D,ACE60000,0,2,0
3205,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010010D,ACE60000,0,2,1
3210,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010010E,ACE60000,0,2,0
3215,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010010E,ACE60000,0,2,1
3220,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010010F,ACE60000,0,2,0
3225,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010010F,ACE60000,0,2,1
3230,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100110,ACE60000,0,2,0
3235,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100110,ACE60000,0,2,1
3240,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100111,ACE60000,0,2,0
3245,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100111,ACE60000,0,2,1
3250,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100112,ACE60000,0,2,0
3255,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100112,ACE60000,0,2,1
3260,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100113,ACE60000,0,2,0
3265,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100113,ACE60000,0,2,1
3270,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100114,ACE60000,0,2,0
3275,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100114,ACE60000,0,2,1
3280,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100115,ACE60000,0,2,0
3285,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100115,ACE60000,0,2,1
3290,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100116,ACE60000,0,2,0
3295,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100116,ACE60000,0,2,1
3300,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100117,ACE60000,0,2,0
3305,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100117,ACE60000,0,2,1
3310,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100118,ACE60000,0,2,0
3315,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100118,ACE60000,0,2,1
3320,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100119,ACE60000,0,2,0
3325,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100119,ACE60000,0,2,1
3330,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010011A,ACE60000,0,2,0
3335,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010011A,ACE60000,0,2,1
3340,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010011B,ACE60000,0,2,0
3345,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010011B,ACE60000,0,2,1
3350,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010011C,ACE60000,0,2,0
3355,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010011C,ACE60000,0,2,1
3360,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010011D,ACE60000,0,2,0
3365,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010011D,ACE60000,0,2,1
3370,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010011E,ACE60000,0,2,0
3375,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010011E,ACE60000,0,2,1
3380,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010011F,ACE60000,0,2,0
3385,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,0010011F,ACE60000,0,2,1
3390,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100120,ACE60000,0,2,0
3395,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100120,ACE60000,0,2,1
3400,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100121,ACE60000,0,2,0
3405,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100121,ACE60000,0,2,1
3410,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100122,ACE60000,0,2,0
3415,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100122,ACE60000,0,2,1
3420,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100123,ACE60000,0,2,0
3425,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100123,ACE60000,0,2,1
3430,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100124,ACE60000,0,2,0
3435,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100124,ACE60000,0,2,1
3440,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100125,ACE60000,0,2,0
3445,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100125,ACE60000,0,2,1
3450,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100126,ACE60000,0,2,0
3455,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100126,ACE60000,0,2,1
3460,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100127,ACE60000,0,2,0
3465,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100127,ACE60000,0,2,1
3470,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100128,ACE60000,0,2,0
3475,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100128,ACE60000,0,2,1
3480,10000028,00000038,10000028,00000038,00000038,10000028,10000028,00000000,10000028,00100129,ACE60000,0,2,0
