SimTime,cpu_tb.cpu_ut.registers.inW[31:0],cpu_tb.cpu_ut.registers.outB[31:0],cpu_tb.cpu_ut.registers.outA[31:0],cpu_tb.cpu_ut.datamem.dout[31:0],cpu_tb.cpu_ut.datamem.din[31:0],cpu_tb.cpu_ut.datamem.addr[31:0],cpu_tb.cpu_ut.cpu_alu.R[31:0],cpu_tb.cpu_ut.cpu_alu.B[31:0],cpu_tb.cpu_ut.cpu_alu.A[31:0],cpu_tb.cpu_ut.instructionfetcher.currpc[29:0],cpu_tb.cpu_ut.instructionfetcher.instr[31:0],cpu_tb.cpu_ut.aluctrl.ALUOp[2:0],cpu_tb.cpu_ut.aluctrl.ALUCtr[2:0],cpu_tb.clk
130,00000000,00000000,00000000,00000008,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,0
135,00000000,00000000,00000000,00000008,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,1
140,10000000,00000008,10000000,00000008,00000008,10000000,10000000,00000000,10000000,00100011,AC410000,0,2,0
145,10000000,00000008,10000000,00000008,00000008,10000000,10000000,00000000,10000000,00100011,AC410000,0,2,1
150,10000008,00000009,10000008,00000009,00000009,10000008,10000008,00000000,10000008,00100012,AC670000,0,2,0
155,10000008,00000009,10000008,00000009,00000009,10000008,10000008,00000000,10000008,00100012,AC670000,0,2,1
160,00000008,00000000,00000008,00000005,00000000,00000008,00000008,00000000,00000008,00100013,00203820,4,2,0
165,00000008,00000000,00000008,00000005,00000000,00000008,00000008,00000000,00000008,00100013,00203820,4,2,1
170,1000000C,10000008,10000008,00000007,10000008,1000000C,1000000C,00000004,10000008,00100014,20630004,0,2,0
175,1000000C,10000008,10000008,00000007,10000008,1000000C,1000000C,00000004,10000008,00100014,20630004,0,2,1
180,FFFFFFE4,10000028,1000000C,00000008,10000028,FFFFFFE4,FFFFFFE4,10000028,1000000C,00100015,1465FFF8,1,6,0
185,FFFFFFE4,10000028,1000000C,00000008,10000028,FFFFFFE4,FFFFFFE4,10000028,1000000C,00100015,1465FFF8,1,6,1
190,00000007,00000008,1000000C,00000007,00000008,1000000C,1000000C,00000000,1000000C,0010000E,8C610000,0,2,0
195,00000007,00000008,1000000C,00000007,00000008,1000000C,1000000C,00000000,1000000C,0010000E,8C610000,0,2,1
200,00000000,00000007,00000008,00000000,00000007,00000000,00000000,00000007,00000008,0010000F,00E1302A,4,7,0
205,00000000,00000007,00000008,00000000,00000007,00000000,00000000,00000007,00000008,0010000F,00E1302A,4,7,1
210,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,0
215,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,1
220,10000000,00000007,10000000,00000007,00000007,10000000,10000000,00000000,10000000,00100011,AC410000,0,2,0
225,10000000,00000007,10000000,00000007,00000007,10000000,10000000,00000000,10000000,00100011,AC410000,0,2,1
230,1000000C,00000008,1000000C,00000008,00000008,1000000C,1000000C,00000000,1000000C,00100012,AC670000,0,2,0
235,1000000C,00000008,1000000C,00000008,00000008,1000000C,1000000C,00000000,1000000C,00100012,AC670000,0,2,1
240,00000007,00000000,00000007,00000006,00000000,00000007,00000007,00000000,00000007,00100013,00203820,4,2,0
245,00000007,00000000,00000007,00000006,00000000,00000007,00000007,00000000,00000007,00100013,00203820,4,2,1
250,10000010,1000000C,1000000C,00000005,1000000C,10000010,10000010,00000004,1000000C,00100014,20630004,0,2,0
255,10000010,1000000C,1000000C,00000005,1000000C,10000010,10000010,00000004,1000000C,00100014,20630004,0,2,1
260,FFFFFFE8,10000028,10000010,00000000,10000028,FFFFFFE8,FFFFFFE8,10000028,10000010,00100015,1465FFF8,1,6,0
265,FFFFFFE8,10000028,10000010,00000000,10000028,FFFFFFE8,FFFFFFE8,10000028,10000010,00100015,1465FFF8,1,6,1
270,00000005,00000007,10000010,00000005,00000007,10000010,10000010,00000000,10000010,0010000E,8C610000,0,2,0
275,00000005,00000007,10000010,00000005,00000007,10000010,10000010,00000000,10000010,0010000E,8C610000,0,2,1
280,00000000,00000005,00000007,00000000,00000005,00000000,00000000,00000005,00000007,0010000F,00E1302A,4,7,0
285,00000000,00000005,00000007,00000000,00000005,00000000,00000000,00000005,00000007,0010000F,00E1302A,4,7,1
290,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,0
295,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,1
300,10000000,00000005,10000000,00000005,00000005,10000000,10000000,00000000,10000000,00100011,AC410000,0,2,0
305,10000000,00000005,10000000,00000005,00000005,10000000,10000000,00000000,10000000,00100011,AC410000,0,2,1
310,10000010,00000007,10000010,00000007,00000007,10000010,10000010,00000000,10000010,00100012,AC670000,0,2,0
315,10000010,00000007,10000010,00000007,00000007,10000010,10000010,00000000,10000010,00100012,AC670000,0,2,1
320,00000005,00000000,00000005,00000007,00000000,00000005,00000005,00000000,00000005,00100013,00203820,4,2,0
325,00000005,00000000,00000005,00000007,00000000,00000005,00000005,00000000,00000005,00100013,00203820,4,2,1
330,10000014,10000010,10000010,00000006,10000010,10000014,10000014,00000004,10000010,00100014,20630004,0,2,0
335,10000014,10000010,10000010,00000006,10000010,10000014,10000014,00000004,10000010,00100014,20630004,0,2,1
340,FFFFFFEC,10000028,10000014,00000000,10000028,FFFFFFEC,FFFFFFEC,10000028,10000014,00100015,1465FFF8,1,6,0
345,FFFFFFEC,10000028,10000014,00000000,10000028,FFFFFFEC,FFFFFFEC,10000028,10000014,00100015,1465FFF8,1,6,1
350,00000006,00000005,10000014,00000006,00000005,10000014,10000014,00000000,10000014,0010000E,8C610000,0,2,0
355,00000006,00000005,10000014,00000006,00000005,10000014,10000014,00000000,10000014,0010000E,8C610000,0,2,1
360,00000001,00000006,00000005,00000000,00000006,00000001,00000001,00000006,00000005,0010000F,00E1302A,4,7,0
365,00000001,00000006,00000005,00000000,00000006,00000001,00000001,00000006,00000005,0010000F,00E1302A,4,7,1
370,00000001,00000000,00000001,00000000,00000000,00000001,00000001,00000000,00000001,00100010,1CC00003,0,2,0
375,00000001,00000000,00000001,00000000,00000000,00000001,00000001,00000000,00000001,00100010,1CC00003,0,2,1
380,10000018,10000014,10000014,00000004,10000014,10000018,10000018,00000004,10000014,00100014,20630004,0,2,0
385,10000018,10000014,10000014,00000004,10000014,10000018,10000018,00000004,10000014,00100014,20630004,0,2,1
390,FFFFFFF0,10000028,10000018,00000000,10000028,FFFFFFF0,FFFFFFF0,10000028,10000018,00100015,1465FFF8,1,6,0
395,FFFFFFF0,10000028,10000018,00000000,10000028,FFFFFFF0,FFFFFFF0,10000028,10000018,00100015,1465FFF8,1,6,1
400,00000004,00000006,10000018,00000004,00000006,10000018,10000018,00000000,10000018,0010000E,8C610000,0,2,0
405,00000004,00000006,10000018,00000004,00000006,10000018,10000018,00000000,10000018,0010000E,8C610000,0,2,1
410,00000000,00000004,00000005,00000000,00000004,00000000,00000000,00000004,00000005,0010000F,00E1302A,4,7,0
415,00000000,00000004,00000005,00000000,00000004,00000000,00000000,00000004,00000005,0010000F,00E1302A,4,7,1
420,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,0
425,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,1
430,10000000,00000004,10000000,00000004,00000004,10000000,10000000,00000000,10000000,00100011,AC410000,0,2,0
435,10000000,00000004,10000000,00000004,00000004,10000000,10000000,00000000,10000000,00100011,AC410000,0,2,1
440,10000018,00000005,10000018,00000005,00000005,10000018,10000018,00000000,10000018,00100012,AC670000,0,2,0
445,10000018,00000005,10000018,00000005,00000005,10000018,10000018,00000000,10000018,00100012,AC670000,0,2,1
450,00000004,00000000,00000004,00000001,00000000,00000004,00000004,00000000,00000004,00100013,00203820,4,2,0
455,00000004,00000000,00000004,00000001,00000000,00000004,00000004,00000000,00000004,00100013,00203820,4,2,1
460,1000001C,10000018,10000018,00000001,10000018,1000001C,1000001C,00000004,10000018,00100014,20630004,0,2,0
465,1000001C,10000018,10000018,00000001,10000018,1000001C,1000001C,00000004,10000018,00100014,20630004,0,2,1
470,FFFFFFF4,10000028,1000001C,00000006,10000028,FFFFFFF4,FFFFFFF4,10000028,1000001C,00100015,1465FFF8,1,6,0
475,FFFFFFF4,10000028,1000001C,00000006,10000028,FFFFFFF4,FFFFFFF4,10000028,1000001C,00100015,1465FFF8,1,6,1
480,00000001,00000004,1000001C,00000001,00000004,1000001C,1000001C,00000000,1000001C,0010000E,8C610000,0,2,0
485,00000001,00000004,1000001C,00000001,00000004,1000001C,1000001C,00000000,1000001C,0010000E,8C610000,0,2,1
490,00000000,00000001,00000004,00000000,00000001,00000000,00000000,00000001,00000004,0010000F,00E1302A,4,7,0
495,00000000,00000001,00000004,00000000,00000001,00000000,00000000,00000001,00000004,0010000F,00E1302A,4,7,1
500,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,0
505,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,1
510,10000000,00000001,10000000,00000001,00000001,10000000,10000000,00000000,10000000,00100011,AC410000,0,2,0
515,10000000,00000001,10000000,00000001,00000001,10000000,10000000,00000000,10000000,00100011,AC410000,0,2,1
520,1000001C,00000004,1000001C,00000004,00000004,1000001C,1000001C,00000000,1000001C,00100012,AC670000,0,2,0
525,1000001C,00000004,1000001C,00000004,00000004,1000001C,1000001C,00000000,1000001C,00100012,AC670000,0,2,1
530,00000001,00000000,00000001,00000002,00000000,00000001,00000001,00000000,00000001,00100013,00203820,4,2,0
535,00000001,00000000,00000001,00000002,00000000,00000001,00000001,00000000,00000001,00100013,00203820,4,2,1
540,10000020,1000001C,1000001C,00000002,1000001C,10000020,10000020,00000004,1000001C,00100014,20630004,0,2,0
545,10000020,1000001C,1000001C,00000002,1000001C,10000020,10000020,00000004,1000001C,00100014,20630004,0,2,1
550,FFFFFFF8,10000028,10000020,00000000,10000028,FFFFFFF8,FFFFFFF8,10000028,10000020,00100015,1465FFF8,1,6,0
555,FFFFFFF8,10000028,10000020,00000000,10000028,FFFFFFF8,FFFFFFF8,10000028,10000020,00100015,1465FFF8,1,6,1
560,00000002,00000001,10000020,00000002,00000001,10000020,10000020,00000000,10000020,0010000E,8C610000,0,2,0
565,00000002,00000001,10000020,00000002,00000001,10000020,10000020,00000000,10000020,0010000E,8C610000,0,2,1
570,00000001,00000002,00000001,00000000,00000002,00000001,00000001,00000002,00000001,0010000F,00E1302A,4,7,0
575,00000001,00000002,00000001,00000000,00000002,00000001,00000001,00000002,00000001,0010000F,00E1302A,4,7,1
580,00000001,00000000,00000001,00000000,00000000,00000001,00000001,00000000,00000001,00100010,1CC00003,0,2,0
585,00000001,00000000,00000001,00000000,00000000,00000001,00000001,00000000,00000001,00100010,1CC00003,0,2,1
590,10000024,10000020,10000020,00000003,10000020,10000024,10000024,00000004,10000020,00100014,20630004,0,2,0
595,10000024,10000020,10000020,00000003,10000020,10000024,10000024,00000004,10000020,00100014,20630004,0,2,1
600,FFFFFFFC,10000028,10000024,00000000,10000028,FFFFFFFC,FFFFFFFC,10000028,10000024,00100015,1465FFF8,1,6,0
605,FFFFFFFC,10000028,10000024,00000000,10000028,FFFFFFFC,FFFFFFFC,10000028,10000024,00100015,1465FFF8,1,6,1
610,00000003,00000002,10000024,00000003,00000002,10000024,10000024,00000000,10000024,0010000E,8C610000,0,2,0
615,00000003,00000002,10000024,00000003,00000002,10000024,10000024,00000000,10000024,0010000E,8C610000,0,2,1
620,00000001,00000003,00000001,00000000,00000003,00000001,00000001,00000003,00000001,0010000F,00E1302A,4,7,0
625,00000001,00000003,00000001,00000000,00000003,00000001,00000001,00000003,00000001,0010000F,00E1302A,4,7,1
630,00000001,00000000,00000001,00000000,00000000,00000001,00000001,00000000,00000001,00100010,1CC00003,0,2,0
635,00000001,00000000,00000001,00000000,00000000,00000001,00000001,00000000,00000001,00100010,1CC00003,0,2,1
640,10000028,10000024,10000024,0000000A,10000024,10000028,10000028,00000004,10000024,00100014,20630004,0,2,0
645,10000028,10000024,10000024,0000000A,10000024,10000028,10000028,00000004,10000024,00100014,20630004,0,2,1
650,00000000,10000028,10000028,00000000,10000028,00000000,00000000,10000028,10000028,00100015,1465FFF8,1,6,0
655,00000000,10000028,10000028,00000000,10000028,00000000,00000000,10000028,10000028,00100015,1465FFF8,1,6,1
660,10000004,10000000,10000000,0000000A,10000000,10000004,10000004,00000004,10000000,00100016,20420004,0,2,0
665,10000004,10000000,10000000,0000000A,10000000,10000004,10000004,00000004,10000000,00100016,20420004,0,2,1
670,FFFFFFE0,10000024,10000004,00000000,10000024,FFFFFFE0,FFFFFFE0,10000024,10000004,00100017,1444FFF4,1,6,0
675,FFFFFFE0,10000024,10000004,00000000,10000024,FFFFFFE0,FFFFFFE0,10000024,10000004,00100017,1444FFF4,1,6,1
680,0000000A,00000001,10000004,0000000A,00000001,10000004,10000004,00000000,10000004,0010000C,8C470000,0,2,0
685,0000000A,00000001,10000004,0000000A,00000001,10000004,10000004,00000000,10000004,0010000C,8C470000,0,2,1
690,10000008,10000028,10000004,00000009,10000028,10000008,10000008,00000004,10000004,0010000D,20430004,0,2,0
695,10000008,10000028,10000004,00000009,10000028,10000008,10000008,00000004,10000004,0010000D,20430004,0,2,1
700,00000009,00000003,10000008,00000009,00000003,10000008,10000008,00000000,10000008,0010000E,8C610000,0,2,0
705,00000009,00000003,10000008,00000009,00000003,10000008,10000008,00000000,10000008,0010000E,8C610000,0,2,1
710,00000000,00000009,0000000A,00000000,00000009,00000000,00000000,00000009,0000000A,0010000F,00E1302A,4,7,0
715,00000000,00000009,0000000A,00000000,00000009,00000000,00000000,00000009,0000000A,0010000F,00E1302A,4,7,1
720,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,0
725,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,1
730,10000004,00000009,10000004,00000009,00000009,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,0
735,10000004,00000009,10000004,00000009,00000009,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,1
740,10000008,0000000A,10000008,0000000A,0000000A,10000008,10000008,00000000,10000008,00100012,AC670000,0,2,0
745,10000008,0000000A,10000008,0000000A,0000000A,10000008,10000008,00000000,10000008,00100012,AC670000,0,2,1
750,00000009,00000000,00000009,0000000A,00000000,00000009,00000009,00000000,00000009,00100013,00203820,4,2,0
755,00000009,00000000,00000009,0000000A,00000000,00000009,00000009,00000000,00000009,00100013,00203820,4,2,1
760,1000000C,10000008,10000008,00000008,10000008,1000000C,1000000C,00000004,10000008,00100014,20630004,0,2,0
765,1000000C,10000008,10000008,00000008,10000008,1000000C,1000000C,00000004,10000008,00100014,20630004,0,2,1
770,FFFFFFE4,10000028,1000000C,00000000,10000028,FFFFFFE4,FFFFFFE4,10000028,1000000C,00100015,1465FFF8,1,6,0
775,FFFFFFE4,10000028,1000000C,00000000,10000028,FFFFFFE4,FFFFFFE4,10000028,1000000C,00100015,1465FFF8,1,6,1
780,00000008,00000009,1000000C,00000008,00000009,1000000C,1000000C,00000000,1000000C,0010000E,8C610000,0,2,0
785,00000008,00000009,1000000C,00000008,00000009,1000000C,1000000C,00000000,1000000C,0010000E,8C610000,0,2,1
790,00000000,00000008,00000009,00000000,00000008,00000000,00000000,00000008,00000009,0010000F,00E1302A,4,7,0
795,00000000,00000008,00000009,00000000,00000008,00000000,00000000,00000008,00000009,0010000F,00E1302A,4,7,1
800,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,0
805,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,1
810,10000004,00000008,10000004,00000008,00000008,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,0
815,10000004,00000008,10000004,00000008,00000008,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,1
820,1000000C,00000009,1000000C,00000009,00000009,1000000C,1000000C,00000000,1000000C,00100012,AC670000,0,2,0
825,1000000C,00000009,1000000C,00000009,00000009,1000000C,1000000C,00000000,1000000C,00100012,AC670000,0,2,1
830,00000008,00000000,00000008,00000006,00000000,00000008,00000008,00000000,00000008,00100013,00203820,4,2,0
835,00000008,00000000,00000008,00000006,00000000,00000008,00000008,00000000,00000008,00100013,00203820,4,2,1
840,10000010,1000000C,1000000C,00000007,1000000C,10000010,10000010,00000004,1000000C,00100014,20630004,0,2,0
845,10000010,1000000C,1000000C,00000007,1000000C,10000010,10000010,00000004,1000000C,00100014,20630004,0,2,1
850,FFFFFFE8,10000028,10000010,00000008,10000028,FFFFFFE8,FFFFFFE8,10000028,10000010,00100015,1465FFF8,1,6,0
855,FFFFFFE8,10000028,10000010,00000008,10000028,FFFFFFE8,FFFFFFE8,10000028,10000010,00100015,1465FFF8,1,6,1
860,00000007,00000008,10000010,00000007,00000008,10000010,10000010,00000000,10000010,0010000E,8C610000,0,2,0
865,00000007,00000008,10000010,00000007,00000008,10000010,10000010,00000000,10000010,0010000E,8C610000,0,2,1
870,00000000,00000007,00000008,00000000,00000007,00000000,00000000,00000007,00000008,0010000F,00E1302A,4,7,0
875,00000000,00000007,00000008,00000000,00000007,00000000,00000000,00000007,00000008,0010000F,00E1302A,4,7,1
880,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,0
885,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,1
890,10000004,00000007,10000004,00000007,00000007,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,0
895,10000004,00000007,10000004,00000007,00000007,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,1
900,10000010,00000008,10000010,00000008,00000008,10000010,10000010,00000000,10000010,00100012,AC670000,0,2,0
905,10000010,00000008,10000010,00000008,00000008,10000010,10000010,00000000,10000010,00100012,AC670000,0,2,1
910,00000007,00000000,00000007,00000005,00000000,00000007,00000007,00000000,00000007,00100013,00203820,4,2,0
915,00000007,00000000,00000007,00000005,00000000,00000007,00000007,00000000,00000007,00100013,00203820,4,2,1
920,10000014,10000010,10000010,00000006,10000010,10000014,10000014,00000004,10000010,00100014,20630004,0,2,0
925,10000014,10000010,10000010,00000006,10000010,10000014,10000014,00000004,10000010,00100014,20630004,0,2,1
930,FFFFFFEC,10000028,10000014,00000000,10000028,FFFFFFEC,FFFFFFEC,10000028,10000014,00100015,1465FFF8,1,6,0
935,FFFFFFEC,10000028,10000014,00000000,10000028,FFFFFFEC,FFFFFFEC,10000028,10000014,00100015,1465FFF8,1,6,1
940,00000006,00000007,10000014,00000006,00000007,10000014,10000014,00000000,10000014,0010000E,8C610000,0,2,0
945,00000006,00000007,10000014,00000006,00000007,10000014,10000014,00000000,10000014,0010000E,8C610000,0,2,1
950,00000000,00000006,00000007,00000000,00000006,00000000,00000000,00000006,00000007,0010000F,00E1302A,4,7,0
955,00000000,00000006,00000007,00000000,00000006,00000000,00000000,00000006,00000007,0010000F,00E1302A,4,7,1
960,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,0
965,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,1
970,10000004,00000006,10000004,00000006,00000006,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,0
975,10000004,00000006,10000004,00000006,00000006,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,1
980,10000014,00000007,10000014,00000007,00000007,10000014,10000014,00000000,10000014,00100012,AC670000,0,2,0
985,10000014,00000007,10000014,00000007,00000007,10000014,10000014,00000000,10000014,00100012,AC670000,0,2,1
990,00000006,00000000,00000006,00000007,00000000,00000006,00000006,00000000,00000006,00100013,00203820,4,2,0
995,00000006,00000000,00000006,00000007,00000000,00000006,00000006,00000000,00000006,00100013,00203820,4,2,1
1000,10000018,10000014,10000014,00000005,10000014,10000018,10000018,00000004,10000014,00100014,20630004,0,2,0
1005,10000018,10000014,10000014,00000005,10000014,10000018,10000018,00000004,10000014,00100014,20630004,0,2,1
1010,FFFFFFF0,10000028,10000018,00000000,10000028,FFFFFFF0,FFFFFFF0,10000028,10000018,00100015,1465FFF8,1,6,0
1015,FFFFFFF0,10000028,10000018,00000000,10000028,FFFFFFF0,FFFFFFF0,10000028,10000018,00100015,1465FFF8,1,6,1
1020,00000005,00000006,10000018,00000005,00000006,10000018,10000018,00000000,10000018,0010000E,8C610000,0,2,0
1025,00000005,00000006,10000018,00000005,00000006,10000018,10000018,00000000,10000018,0010000E,8C610000,0,2,1
1030,00000000,00000005,00000006,00000000,00000005,00000000,00000000,00000005,00000006,0010000F,00E1302A,4,7,0
1035,00000000,00000005,00000006,00000000,00000005,00000000,00000000,00000005,00000006,0010000F,00E1302A,4,7,1
1040,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,0
1045,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,1
1050,10000004,00000005,10000004,00000005,00000005,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,0
1055,10000004,00000005,10000004,00000005,00000005,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,1
1060,10000018,00000006,10000018,00000006,00000006,10000018,10000018,00000000,10000018,00100012,AC670000,0,2,0
1065,10000018,00000006,10000018,00000006,00000006,10000018,10000018,00000000,10000018,00100012,AC670000,0,2,1
1070,00000005,00000000,00000005,00000006,00000000,00000005,00000005,00000000,00000005,00100013,00203820,4,2,0
1075,00000005,00000000,00000005,00000006,00000000,00000005,00000005,00000000,00000005,00100013,00203820,4,2,1
1080,1000001C,10000018,10000018,00000004,10000018,1000001C,1000001C,00000004,10000018,00100014,20630004,0,2,0
1085,1000001C,10000018,10000018,00000004,10000018,1000001C,1000001C,00000004,10000018,00100014,20630004,0,2,1
1090,FFFFFFF4,10000028,1000001C,00000000,10000028,FFFFFFF4,FFFFFFF4,10000028,1000001C,00100015,1465FFF8,1,6,0
1095,FFFFFFF4,10000028,1000001C,00000000,10000028,FFFFFFF4,FFFFFFF4,10000028,1000001C,00100015,1465FFF8,1,6,1
1100,00000004,00000005,1000001C,00000004,00000005,1000001C,1000001C,00000000,1000001C,0010000E,8C610000,0,2,0
1105,00000004,00000005,1000001C,00000004,00000005,1000001C,1000001C,00000000,1000001C,0010000E,8C610000,0,2,1
1110,00000000,00000004,00000005,00000000,00000004,00000000,00000000,00000004,00000005,0010000F,00E1302A,4,7,0
1115,00000000,00000004,00000005,00000000,00000004,00000000,00000000,00000004,00000005,0010000F,00E1302A,4,7,1
1120,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,0
1125,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,1
1130,10000004,00000004,10000004,00000004,00000004,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,0
1135,10000004,00000004,10000004,00000004,00000004,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,1
1140,1000001C,00000005,1000001C,00000005,00000005,1000001C,1000001C,00000000,1000001C,00100012,AC670000,0,2,0
1145,1000001C,00000005,1000001C,00000005,00000005,1000001C,1000001C,00000000,1000001C,00100012,AC670000,0,2,1
1150,00000004,00000000,00000004,00000002,00000000,00000004,00000004,00000000,00000004,00100013,00203820,4,2,0
1155,00000004,00000000,00000004,00000002,00000000,00000004,00000004,00000000,00000004,00100013,00203820,4,2,1
1160,10000020,1000001C,1000001C,00000002,1000001C,10000020,10000020,00000004,1000001C,00100014,20630004,0,2,0
1165,10000020,1000001C,1000001C,00000002,1000001C,10000020,10000020,00000004,1000001C,00100014,20630004,0,2,1
1170,FFFFFFF8,10000028,10000020,00000006,10000028,FFFFFFF8,FFFFFFF8,10000028,10000020,00100015,1465FFF8,1,6,0
1175,FFFFFFF8,10000028,10000020,00000006,10000028,FFFFFFF8,FFFFFFF8,10000028,10000020,00100015,1465FFF8,1,6,1
1180,00000002,00000004,10000020,00000002,00000004,10000020,10000020,00000000,10000020,0010000E,8C610000,0,2,0
1185,00000002,00000004,10000020,00000002,00000004,10000020,10000020,00000000,10000020,0010000E,8C610000,0,2,1
1190,00000000,00000002,00000004,00000000,00000002,00000000,00000000,00000002,00000004,0010000F,00E1302A,4,7,0
1195,00000000,00000002,00000004,00000000,00000002,00000000,00000000,00000002,00000004,0010000F,00E1302A,4,7,1
1200,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,0
1205,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100010,1CC00003,0,2,1
1210,10000004,00000002,10000004,00000002,00000002,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,0
1215,10000004,00000002,10000004,00000002,00000002,10000004,10000004,00000000,10000004,00100011,AC410000,0,2,1
1220,10000020,00000004,10000020,00000004,00000004,10000020,10000020,00000000,10000020,00100012,AC670000,0,2,0
1225,10000020,00000004,10000020,00000004,00000004,10000020,10000020,00000000,10000020,00100012,AC670000,0,2,1
1230,00000002,00000000,00000002,00000003,00000000,00000002,00000002,00000000,00000002,00100013,00203820,4,2,0
1235,00000002,00000000,00000002,00000003,00000000,00000002,00000002,00000000,00000002,00100013,00203820,4,2,1
1240,10000024,10000020,10000020,00000003,10000020,10000024,10000024,00000004,10000020,00100014,20630004,0,2,0
1245,10000024,10000020,10000020,00000003,10000020,10000024,10000024,00000004,10000020,00100014,20630004,0,2,1
1250,FFFFFFFC,10000028,10000024,00000000,10000028,FFFFFFFC,FFFFFFFC,10000028,10000024,00100015,1465FFF8,1,6,0
1255,FFFFFFFC,10000028,10000024,00000000,10000028,FFFFFFFC,FFFFFFFC,10000028,10000024,00100015,1465FFF8,1,6,1
1260,00000003,00000002,10000024,00000003,00000002,10000024,10000024,00000000,10000024,0010000E,8C610000,0,2,0
1265,00000003,00000002,10000024,00000003,00000002,10000024,10000024,00000000,10000024,0010000E,8C610000,0,2,1
1270,00000001,00000003,00000002,00000000,00000003,00000001,00000001,00000003,00000002,0010000F,00E1302A,4,7,0
1275,00000001,00000003,00000002,00000000,00000003,00000001,00000001,00000003,00000002,0010000F,00E1302A,4,7,1
1280,00000001,00000000,00000001,00000000,00000000,00000001,00000001,00000000,00000001,00100010,1CC00003,0,2,0
1285,00000001,00000000,00000001,00000000,00000000,00000001,00000001,00000000,00000001,00100010,1CC00003,0,2,1
1290,10000028,10000024,10000024,0000000A,10000024,10000028,10000028,00000004,10000024,00100014,20630004,0,2,0
1295,10000028,10000024,10000024,0000000A,10000024,10000028,10000028,00000004,10000024,00100014,20630004,0,2,1
1300,00000000,10000028,10000028,00000000,10000028,00000000,00000000,10000028,10000028,00100015,1465FFF8,1,6,0
1305,00000000,10000028,10000028,00000000,10000028,00000000,00000000,10000028,10000028,00100015,1465FFF8,1,6,1
1310,10000008,10000004,10000004,0000000A,10000004,10000008,10000008,00000004,10000004,00100016,20420004,0,2,0
1315,10000008,10000004,10000004,0000000A,10000004,10000008,10000008,00000004,10000004,00100016,20420004,0,2,1
1320,FFFFFFE4,10000024,10000008,00000000,10000024,FFFFFFE4,FFFFFFE4,10000024,10000008,00100017,1444FFF4,1,6,0
1325,FFFFFFE4,10000024,10000008,00000000,10000024,FFFFFFE4,FFFFFFE4,10000024,10000008,00100017,1444FFF4,1,6,1
1330,0000000A,00000002,10000008,0000000A,00000002,10000008,10000008,00000000,10000008,0010000C,8C470000,0,2,0
